no,nama,vote_average,vote_count,type,htm_weekday,htm_weekend,latitude,longitude,description,hari_operasional,jam_buka,jam_tutup,catatan_jam
251,Taman Lampion Candi Plaosan,4.4,25,Lainnya,0.0,0.0,-7.7402939,110.5053448,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
296,Grojogan Pucung,4.5,23,Lainnya,0.0,0.0,-7.990371,110.3421397,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
82,Gallery Amri Yahya,4.9,21,Lainnya,0.0,0.0,-7.7992289,110.3537936,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
393,Pantai Daud,4.4,21,Lainnya,0.0,0.0,-8.157724,110.6246487,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
406,Pantai Parangracuk,4.5,21,Lainnya,0.0,0.0,-8.1316897,110.5447417,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
414,Pantai Sundak Timur,4.4,21,Lainnya,0.0,0.0,-8.147072,110.6079043,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
75,Museum Batik Keraton Yogyakarta,4.9,20,"Budaya dan Sejarah, Museum",20000.0,20000.0,-7.8075139,110.3645895,"Di Museum Batik Keraton Yogyakarta, wisatawan akan disuguhi sekitar 2.000-an motif asli keluarga kerajaan. Tak seperti ruangan museum lain di komplek Keraton, khusus di museum Batik pengunjung dilarang memotret. Terdapat foto-foto raja dan ratu dari generasi ke generasi lengkap dengan penjelasan filosofinya",Selasa–Minggu,08:00,16:00,Terkonfirmasi: 08:00 - 16:00
279,Turunan Stone Park,4.5,20,Lainnya,0.0,0.0,-7.9730132,110.4351912,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
150,Gerojogan Jurugan,4.6,19,Lainnya,0.0,0.0,-7.7005813,110.2359752,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
145,Grenjeng Water Park,4.3,19,Lainnya,0.0,0.0,-7.6563532,110.3857548,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
81,Museum Padepokan Sumber Karahajon,4.3,19,Lainnya,0.0,0.0,-7.859559,110.409273,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
205,Puncak Kuda Sembrani-Desa Wisata Banjarasri,4.4,19,Lainnya,0.0,0.0,-7.6920487,110.2131553,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
496,WATER PARK DESA SUDIMORO,3.7,19,Lainnya,0.0,0.0,-7.6132549,110.3519173,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
117,Kids Fun Mirota Pasaraya,4.4,18,Lainnya,0.0,0.0,-7.7529211,110.3846346,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
66,Museum Romo Mangun,4.1,17,Lainnya,0.0,0.0,-7.7841172,110.3709179,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
318,TemenNyantai TransWisata,4.6,17,Lainnya,0.0,0.0,-7.7689452,110.4261352,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
301,Goa Pego,4.2,16,Lainnya,0.0,0.0,-7.9990794,110.3705074,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
71,Museum Pergerakan Wanita Indonesia Mandala Bhakti Wanitatama,4.7,15,Lainnya,0.0,0.0,-7.7839154,110.3932776,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
498,GRINATA ADVENTURE 1,4.9,13,Lainnya,0.0,0.0,-7.5902269,110.4423564,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
490,Teras Merapi,4.9,13,Lainnya,0.0,0.0,-7.5876903,110.4558767,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
102,Kori Agung Masjid Gedhe Mataram Kotagede,4.7,12,Lainnya,0.0,0.0,-7.8294965,110.3985073,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
70,Museum Sidik Martowidjojo,4.0,11,Lainnya,0.0,0.0,-7.8084446,110.3629506,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
341,Yogyakarta Night Tours - Meeting Point Klasik : Historical Walking and Food Tour,5.0,11,Lainnya,0.0,0.0,-7.797444,110.3653174,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
360,Borobudur Prambanan Tour,5.0,10,Lainnya,0.0,0.0,-7.8208261,110.3769404,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
338,Ekowisata Nologaten,5.0,10,Lainnya,0.0,0.0,-7.7748937,110.3988399,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
28,Kampung Pitu,4.1,10,Minat Khusus,15000.0,0.0,-7.7956,110.3695,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
136,Kids Waterpark & Replika Taman Satwa,4.4,10,Lainnya,0.0,0.0,-7.6210027,110.4224484,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
455,Puncak watu wayang,4.8,10,Lainnya,0.0,0.0,-7.8401664,110.5496579,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
431,Wisata Pangol Hill,4.7,10,Lainnya,0.0,0.0,-7.8353888,110.4590277,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
237,Candi Kelir,4.7,9,Lainnya,0.0,0.0,-7.7520476,110.4918414,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
203,"Desa Wisata ""Bedog Ilir""",5.0,9,Lainnya,0.0,0.0,-7.7795584,110.3281743,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
277,Goa Branjang,4.1,9,Lainnya,0.0,0.0,-8.0251346,110.3483546,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
495,LAVA TOUR MERAPI PM ADVENTURE,5.0,9,Lainnya,0.0,0.0,-7.6133163,110.4264733,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
73,Museum Monumen Kowani,4.3,9,Lainnya,0.0,0.0,-7.7823912,110.4023938,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
112,Bangunan Jembatan Merah,4.6,8,Lainnya,0.0,0.0,-7.7633465,110.3942161,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
258,Candi Gebang,4.8,8,Lainnya,0.0,0.0,-7.751691,110.4163246,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
500,Desa Wisata Kembang Wonderful,5.0,8,Lainnya,0.0,0.0,-7.6349344,110.3837672,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
195,Mates Landscape,4.8,8,Lainnya,0.0,0.0,-7.8354971,110.278055,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
388,Pantai Ngondo,4.8,8,Lainnya,0.0,0.0,-8.1802873,110.6759738,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
241,Situs Candi Banjaran,4.5,8,Lainnya,0.0,0.0,-7.7215546,110.5259585,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
313,Tugu Ireng (Dusun Putat),4.8,8,Lainnya,0.0,0.0,-7.9581348,110.5170714,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
340,Kauman Pakualaman Yogyakarta,5.0,7,Lainnya,0.0,0.0,-7.8010347,110.3751922,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
161,Merapi Park Wahana Air,4.1,7,Lainnya,0.0,0.0,-7.6210688,110.422686,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
278,Puncak Kobango Bike Park,4.9,7,Lainnya,0.0,0.0,-7.8976603,110.407079,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
355,TripJogja - Fotografer - Videografer - Edit Foto - Paket Wisata,5.0,7,Lainnya,0.0,0.0,-7.776267,110.3527029,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
101,Kori Barat Masjid Gedhe Mataram Kotagede,4.3,6,Lainnya,0.0,0.0,-7.8290325,110.3983065,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
93,Tugu Mintoragan,4.7,6,Lainnya,0.0,0.0,-7.8374755,110.4236451,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
250,Candi ASU Klaten,4.2,5,Budaya dan Sejarah,3000.0,3000.0,-7.7423022,110.5155871,"Letaknya di Dk. Bener Ds. Bugisan Kec. Prambanan Klaten, Candi Asu yang terletak di luar komplek Taman Wisata Prambanan kurang lebih berjarak 1 km dari komplek Taman Wisata Prambanan dan berada di dekat perumahan penduduk. Bentuk candi saat ini terkesan berserakan namun telah dilindungi oleh pagar.",Selasa–Minggu,08:00,16:00,Terkonfirmasi: 08:00 - 16:00
253,Candi Plaosan Lor,4.2,5,Lainnya,3000.0,3000.0,-7.7403775,110.5047736,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
151,"Kali ""Bladeran""",4.0,5,Lainnya,0.0,0.0,-7.6942818,110.2359799,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
77,MUSEUM GARUDA,4.8,5,Lainnya,0.0,0.0,-7.8480274,110.3526747,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
83,Museum Muhamadiyah,4.0,5,Lainnya,0.0,0.0,-7.8342532,110.3837813,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
160,Musium Waterpark Wonoboyo,4.6,5,Lainnya,0.0,0.0,-7.730046,110.536511,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
137,Padepokan suroloyo,5.0,5,Lainnya,0.0,0.0,-7.9497203,110.5415388,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
387,Pantai dluwok,3.8,5,Lainnya,0.0,0.0,-8.1205585,110.5076863,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
109,Pendopo Pilahan,4.6,5,Lainnya,0.0,0.0,-7.8150311,110.4005391,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
349,Borobudur Tour From Semarang Port,5.0,4,Lainnya,0.0,0.0,-7.809607,110.372001,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
300,Bukit white stone,5.0,4,Lainnya,0.0,0.0,-7.9061342,110.4563002,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
260,Candi Card,5.0,4,Lainnya,0.0,0.0,-7.702717,110.4110383,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
484,Desa Wisata Trumpon,4.5,4,Lainnya,0.0,0.0,-7.6246794,110.3601189,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
97,Graceland 66,5.0,4,Lainnya,0.0,0.0,-7.7763136,110.4071704,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
146,Kids Fun Ferrari,3.8,4,Lainnya,0.0,0.0,-7.8289621,110.4403391,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
154,Kids Fun Jurrasic Park,3.5,4,Lainnya,0.0,0.0,-7.8288707,110.4408115,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
135,Lapangan Reklamasi Ngentak,5.0,4,Lainnya,0.0,0.0,-7.7129217,110.3384292,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
259,Mushola Kawasan Wisata Candi Prambanan,3.3,4,Lainnya,0.0,0.0,-7.7498116,110.4943356,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
116,Sepeda Mabur Sindu Kusuma Edupark,4.3,4,Lainnya,0.0,0.0,-7.7660586,110.3554968,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
459,Stonehange,4.3,4,Lainnya,0.0,0.0,-7.6021664,110.4477547,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
298,Watu Masjid,4.3,4,Lainnya,0.0,0.0,-7.9553099,110.4275744,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
95,Bangsal Kencana,4.3,3,Lainnya,0.0,0.0,-7.8077158,110.3638489,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
247,Candi Sumberwatu,3.3,3,Lainnya,0.0,0.0,-7.7684278,110.4965595,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
321,Kotagede Heritage Trail,5.0,3,Lainnya,0.0,0.0,-7.8263088,110.398512,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
58,Museum Temporer Sonobudoyo,5.0,3,Lainnya,0.0,0.0,-7.8019387,110.3644618,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
252,Mushola Candi Banyunibo,4.7,3,Lainnya,0.0,0.0,-7.778495,110.4946377,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
273,New Destination Wisata Desa Terong,4.0,3,Lainnya,0.0,0.0,-7.8761445,110.4582338,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
503,Obyek Wisata BKK kendal sari,4.7,3,Lainnya,0.0,0.0,-7.6290107,110.4908773,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
392,Pantai Daerah Yogyakarta,3.3,3,Lainnya,0.0,0.0,-7.8753849,110.4262088,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
113,Patung Kuda GMJR,5.0,3,Lainnya,0.0,0.0,-7.8552045,110.3140355,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
505,Permandian Alami Dan Supernatural,4.0,3,Lainnya,0.0,0.0,-7.7046102,110.3526466,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
323,Raharjo Tour,5.0,3,Lainnya,0.0,0.0,-7.8266281,110.4077844,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
295,TAMAN GROUNDSILL BENDUNG TEGAL,5.0,3,Lainnya,0.0,0.0,-7.9341898,110.3653539,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
118,Vegetalika Faperta UGM,4.3,3,Lainnya,0.0,0.0,-7.7678488,110.3818991,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
440,Watu Dandang,3.7,3,Lainnya,0.0,0.0,-7.8919557,110.4068584,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
290,Wisata Batu Titanic,4.7,3,Lainnya,0.0,0.0,-7.9459282,110.4146063,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
264,WISATA CANDI SARI,4.7,3,Lainnya,0.0,0.0,-7.7615828,110.4740437,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
314,Wisata Jaga Bendung,5.0,3,Lainnya,0.0,0.0,-7.9087427,110.3797906,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
330,Aisha tour planner & transport service,5.0,2,Lainnya,0.0,0.0,-7.7972273,110.3905519,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
246,Candi Pembakaran,5.0,2,Lainnya,0.0,0.0,-7.7690965,110.4885363,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
120,Embung Bangeran,5.0,2,Lainnya,0.0,0.0,-7.7923528,110.3962255,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
303,Gazebo Bukit Watu Pengklik Sriharjo,4.5,2,Lainnya,0.0,0.0,-7.9458817,110.4274973,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
266,Graha Candi,5.0,2,Lainnya,0.0,0.0,-7.8265832,110.47927,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
436,Jati Meranggas,4.5,2,Lainnya,0.0,0.0,-7.8588559,110.4438313,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
317,Jatirejo Village Tour : Local Life Discovery,5.0,2,Lainnya,0.0,0.0,-7.7343679,110.3717056,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
337,JOLLY ROGER TATTOO,5.0,2,Lainnya,0.0,0.0,-7.780561,110.392352,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
310,Jurang Tembelan Kreen,4.0,2,Lainnya,0.0,0.0,-7.940161,110.4299338,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
430,Lawang Ijo,4.0,2,Lainnya,0.0,0.0,-7.8279009,110.3966895,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
494,Monumen Deles Indah,5.0,2,Lainnya,0.0,0.0,-7.572719,110.467008,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
94,Monumen Serang Umum 1 Maret,5.0,2,Lainnya,0.0,0.0,-7.8096391,110.3551478,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
85,Museum Pendidikan dan Mainan Kolong Tangga,5.0,2,Lainnya,0.0,0.0,-7.8001114,110.3679986,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
293,Nggunungan,2.5,2,Lainnya,0.0,0.0,-7.8679853,110.4514578,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
163,"Pancuran ""Tirip Kulon""",4.5,2,Lainnya,0.0,0.0,-7.6920244,110.2337952,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
194,Sasana Tirta Kembaran,5.0,2,Lainnya,0.0,0.0,-7.830802,110.3349744,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
99,Sokkel klok voor Eeuw Nederlandsch-Indische,5.0,2,Lainnya,0.0,0.0,-7.7995673,110.3649177,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
159,Sumber Kluthuk,5.0,2,Lainnya,0.0,0.0,-7.6655711,110.3521031,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
152,Taman Rekrasi Lembah Bedog,4.0,2,Lainnya,0.0,0.0,-7.6800812,110.3545714,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
299,Air Terjun Kedung Manglu,5.0,1,Lainnya,0.0,0.0,-7.937667,110.408222,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
148,Air Terjun Sindet,1.0,1,Lainnya,0.0,0.0,-7.9011588,110.3934474,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
50,Andi Bayou Museum,5.0,1,Lainnya,0.0,0.0,-7.7759703,110.3485938,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
65,BACKSPACE Art Lab and Museum,5.0,1,Lainnya,0.0,0.0,-7.8503547,110.351145,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
104,Bangsal Pengapit Pasewakan,1.0,1,Lainnya,0.0,0.0,-7.8076645,110.3651385,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
502,Beneran waterpark,5.0,1,Lainnya,0.0,0.0,-7.6560857,110.3858688,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
336,Bintang Pradana Jogja Tour,4.0,1,Lainnya,0.0,0.0,-7.7593783,110.3716453,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
456,bukit indah patuk,5.0,1,Lainnya,0.0,0.0,-7.8505258,110.4772342,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
499,Camping ground lor sambi,5.0,1,Lainnya,0.0,0.0,-7.6429172,110.4277772,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
256,Candi Ambyar,3.0,1,Lainnya,0.0,0.0,-7.6773077,110.5570963,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
100,Castelo de Água do Sultanato de Yogyakarta,5.0,1,Lainnya,0.0,0.0,-7.8100995,110.3596395,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
206,Desa Wisata Budaya Agro dan Edukasi Daratan Sendangarum,5.0,1,Lainnya,0.0,0.0,-7.7439149,110.2579678,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
173,Desa Wisata Fauna Ketingan,5.0,1,Lainnya,0.0,0.0,-7.743062,110.3292115,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
485,Dewi Suba,4.0,1,Lainnya,0.0,0.0,-7.5907274,110.3334618,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
270,Djumbidi keluarga,5.0,1,Lainnya,0.0,0.0,-7.8624582,110.4904404,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
115,Gapura Sawojajar Wijilan,5.0,1,Lainnya,0.0,0.0,-7.8052478,110.3666595,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
481,Jalur Lahar Point Kaliadem,5.0,1,Lainnya,0.0,0.0,-7.5827709,110.4486854,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
342,Jasa Citytour - Private Trip - Tour - Fotografi - Antar Bandara Jogja,5.0,1,Lainnya,0.0,0.0,-7.7792349,110.3499756,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
211,Jembatan Diro,5.0,1,Lainnya,0.0,0.0,-7.73769,110.2342277,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
291,Kali Gede Banyumeneng,4.0,1,Lainnya,0.0,0.0,-7.9909547,110.4022933,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
478,Kampung wisata wonorejo,5.0,1,Lainnya,0.0,0.0,-7.6237978,110.4177307,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
280,Luweng Mendur,5.0,1,Lainnya,0.0,0.0,-8.02129,110.36932,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
265,Masjid Al-Huda Candi 3,5.0,1,Lainnya,0.0,0.0,-7.7040906,110.4096107,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
86,Museum Kristal dan Cinderamata Keraton Yogyakarta,5.0,1,Lainnya,0.0,0.0,-7.807964,110.364513,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
88,Museum of Struggle,5.0,1,Lainnya,0.0,0.0,-7.8164905,110.3718611,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
72,Museum Omah Jayeng,4.0,1,Lainnya,0.0,0.0,-7.7995295,110.3726029,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
479,Omah maggot ngaglik,5.0,1,Lainnya,0.0,0.0,-7.7130748,110.3945574,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
210,Pantai Bidara Tourism,4.0,1,Lainnya,0.0,0.0,-7.932481,110.1127314,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
